timepoint,year,block,plot,transect_name,initial_state,treatment_type,dispersal_treatment,cm_location,species_code,genus,species,count,notes
t2,2022,3,18,3_18,open,open,NA,0,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,18,3_18,open,open,NA,3,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,18,3_18,open,open,NA,9,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,18,3_18,open,open,NA,10,pomu,Pogonolepis,mulleriana,2,
t2,2022,3,18,3_18,open,open,NA,11,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,18,3_18,open,open,NA,12,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,18,3_18,open,open,NA,15,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,18,3_18,open,open,NA,16,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,18,3_18,open,open,NA,17,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,18,3_18,open,open,NA,17,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,18,3_18,open,open,NA,18,pole,Podolepis,lessonii,1,
t2,2022,3,18,3_18,open,open,NA,12,pole,Podolepis,lessonii,1,
t2,2022,3,8,3_8,log,insitu_pvc,NA,5,waac,Waitzia,acuminata,1,
t2,2022,3,8,3_8,log,insitu_pvc,NA,0,goro,Goodenia,rosea,1,
t2,2022,3,8,3_8,log,insitu_pvc,NA,12,goro,Goodenia,rosea,1,
t2,2022,3,8,3_8,log,insitu_pvc,NA,15,goro,Goodenia,rosea,1,
t2,2022,3,8,3_8,log,insitu_pvc,NA,11,ardy,Arthropodium,dyeri,1,
t2,2022,3,8,3_8,log,insitu_pvc,NA,13,ardy,Arthropodium,dyeri,1,
t2,2022,3,ten,3_10,log,insitu_pvc,NA,0,goro,Goodenia,rosea,1,
t2,2022,3,ten,3_10,log,insitu_pvc,NA,5,goro,Goodenia,rosea,1,
t2,2022,3,ten,3_10,log,insitu_pvc,NA,8,goro,Goodenia,rosea,1,
t2,2022,3,ten,3_10,log,insitu_pvc,NA,2,trcy,Trachymene,cyanopetala,1,
t2,2022,3,ten,3_10,log,insitu_pvc,NA,10,pole,Podolepis,lessonii,1,
t2,2022,3,ten,3_10,log,insitu_pvc,NA,10,mopa,Monochather,paradoxus,1,Monochather paradoxus
t2,2022,3,ten,3_10,log,insitu_pvc,NA,17,mopa,Monochather,paradoxus,1,Monochather paradoxus
t2,2022,3,ten,3_10,log,insitu_pvc,NA,18,mopa,Monochather,paradoxus,1,Monochather paradoxus
t2,2022,3,ten,3_10,log,insitu_pvc,NA,19,mopa,Monochather,paradoxus,1,Monochather paradoxus
t2,2022,3,4,3_4,log,insitu_log,NA,1,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,4,3_4,log,insitu_log,NA,3,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,4,3_4,log,insitu_log,NA,7,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,4,3_4,log,insitu_log,NA,8,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,4,3_4,log,insitu_log,NA,13,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,4,3_4,log,insitu_log,NA,2,tror,Trachymene,ornata,1,
t2,2022,3,4,3_4,log,insitu_log,NA,17,goro,Goodenia,rosea,1,
t2,2022,3,4,3_4,log,insitu_log,NA,20,goro,Goodenia,rosea,1,
t2,2022,3,4,3_4,log,insitu_log,NA,20,cusc,Cuscata,sp.,1,Cuscata sp.
t2,2022,3,4,3_4,log,insitu_log,NA,16,cusc,Cuscata,sp.,1,
t2,2022,3,thirty,3_30,open,open,NA,0,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,thirty,3_30,open,open,NA,4,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,thirty,3_30,open,open,NA,7,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,thirty,3_30,open,open,NA,10,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,thirty,3_30,open,open,NA,12,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,thirty,3_30,open,open,NA,13,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,thirty,3_30,open,open,NA,16,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,thirty,3_30,open,open,NA,18,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,thirty,3_30,open,open,NA,20,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,thirty,3_30,open,open,NA,19,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,thirty,3_30,open,open,NA,4,goro,Goodenia,rosea,1,
t2,2022,3,6,3_6,log,gap,NA,3,hygl,Hyalosperma,glutinosum,1,
t2,2022,3,6,3_6,log,gap,NA,20,pole,Podolepis,lessonii,1,
t2,2022,3,6,3_6,log,gap,NA,7,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,6,3_6,log,gap,NA,8,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,6,3_6,log,gap,NA,14,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,6,3_6,log,gap,NA,19,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,6,3_6,log,gap,NA,20,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,28,3_28,open,open_with_log,NA,0,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,28,3_28,open,open_with_log,NA,1,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,28,3_28,open,open_with_log,NA,3,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,28,3_28,open,open_with_log,NA,5,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,28,3_28,open,open_with_log,NA,14,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,28,3_28,open,open_with_log,NA,20,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,28,3_28,open,open_with_log,NA,2,mite,Millotia,tenuifolia,1,
t2,2022,3,28,3_28,open,open_with_log,NA,11,mite,Millotia,tenuifolia,1,
t2,2022,3,28,3_28,open,open_with_log,NA,12,mite,Millotia,tenuifolia,1,
t2,2022,3,28,3_28,open,open_with_log,NA,14,mite,Millotia,tenuifolia,1,
t2,2022,3,28,3_28,open,open_with_log,NA,15,mite,Millotia,tenuifolia,1,
t2,2022,3,28,3_28,open,open_with_log,NA,16,mite,Millotia,tenuifolia,1,
t2,2022,3,28,3_28,open,open_with_log,NA,21,mite,Millotia,tenuifolia,1,
t2,2022,3,28,3_28,open,open_with_log,NA,6,peai,Pentameris,airoides,1,
t2,2022,3,28,3_28,open,open_with_log,NA,7,peai,Pentameris,airoides,1,
t2,2022,3,28,3_28,open,open_with_log,NA,18,peai,Pentameris,airoides,1,
t2,2022,3,28,3_28,open,open_with_log,NA,13,pole,Podolepis,lessonii,1,
t2,2022,3,twenty,3_20,open,open,NA,0,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,twenty,3_20,open,open,NA,3,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,twenty,3_20,open,open,NA,7,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,twenty,3_20,open,open,NA,9,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,twenty,3_20,open,open,NA,10,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,twenty,3_20,open,open,NA,11,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,twenty,3_20,open,open,NA,13,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,twenty,3_20,open,open,NA,14,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,twenty,3_20,open,open,NA,15,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,twenty,3_20,open,open,NA,19,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,twenty,3_20,open,open,NA,20,pole,Podolepis,lessonii,1,
t2,2022,3,twenty,3_20,open,open,NA,3,goro,Goodenia,rosea,1,
t2,2022,3,twenty,3_20,open,open,NA,4,goro,Goodenia,rosea,1,
t2,2022,3,twenty,3_20,open,open,NA,21,goro,Goodenia,rosea,1,
t2,2022,3,21,3_21,open,open,NA,0,goro,Goodenia,rosea,1,
t2,2022,3,21,3_21,open,open,NA,1,goro,Goodenia,rosea,1,
t2,2022,3,21,3_21,open,open,NA,2,goro,Goodenia,rosea,1,
t2,2022,3,21,3_21,open,open,NA,6,goro,Goodenia,rosea,1,
t2,2022,3,21,3_21,open,open,NA,7,goro,Goodenia,rosea,1,
t2,2022,3,21,3_21,open,open,NA,9,goro,Goodenia,rosea,1,
t2,2022,3,21,3_21,open,open,NA,14,goro,Goodenia,rosea,1,
t2,2022,3,21,3_21,open,open,NA,10,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,21,3_21,open,open,NA,11,waac,Waitzia,acuminata,1,
t2,2022,3,21,3_21,open,open,NA,11,peai,Pentameris,airoides,1,
t2,2022,3,21,3_21,open,open,NA,14,pole,Podolepis,lessonii,1,
t2,2022,3,21,3_21,open,open,NA,15,pole,Podolepis,lessonii,1,
t2,2022,3,21,3_21,open,open,NA,17,pole,Podolepis,lessonii,1,
t2,2022,3,21,3_21,open,open,NA,7,chps,Chthonocephalus,pseudevax,1,
t2,2022,3,19,3_19,open,open,NA,5,ercy,Erodium,cygnorum,1,
t2,2022,3,19,3_19,open,open,NA,16,bldr,Blennospora,drummundii,1,
t2,2022,3,19,3_19,open,open,NA,17,pter,Ptilotus,eremita,1,
t2,2022,3,19,3_19,open,open,NA,18,pter,Ptilotus,eremita,1,
t2,2022,3,31,3_31,open,open,NA,0,crco,Crassula,colorata,1,
t2,2022,3,31,3_31,open,open,NA,5,crco,Crassula,colorata,1,
t2,2022,3,31,3_31,open,open,NA,11,crco,Crassula,colorata,1,
t2,2022,3,31,3_31,open,open,NA,12,crco,Crassula,colorata,1,
t2,2022,3,31,3_31,open,open,NA,15,goro,Goodenia,rosea,1,
t2,2022,3,31,3_31,open,open,NA,16,goro,Goodenia,rosea,1,
t2,2022,3,31,3_31,open,open,NA,19,goro,Goodenia,rosea,1,
t2,2022,3,31,3_31,open,open,NA,18,ercy,Erodium,cygnorum,1,
t2,2022,3,23,3_23,open,open_with_log,NA,1,trcy,Trachymene,cyanopetala,1,
t2,2022,3,23,3_23,open,open_with_log,NA,11,trcy,Trachymene,cyanopetala,1,
t2,2022,3,23,3_23,open,open_with_log,NA,15,pole,Podolepis,lessonii,1,
t2,2022,3,23,3_23,open,open_with_log,NA,20,ento,Enchylaena ,tomentosa,1,
t2,2022,3,5,3_5,log,gap,NA,4,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,5,3_5,log,gap,NA,10,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,5,3_5,log,gap,NA,5,goro,Goodenia,rosea,1,
t2,2022,3,5,3_5,log,gap,NA,9,goro,Goodenia,rosea,1,
t2,2022,3,5,3_5,log,gap,NA,11,goro,Goodenia,rosea,1,
t2,2022,3,5,3_5,log,gap,NA,17,goro,Goodenia,rosea,1,
t2,2022,3,5,3_5,log,gap,NA,18,goro,Goodenia,rosea,1,
t2,2022,3,5,3_5,log,gap,NA,14,pole,Podolepis,lessonii,1,
t2,2022,3,5,3_5,log,gap,NA,17,pole,Podolepis,lessonii,1,
t2,2022,3,5,3_5,log,gap,NA,20,pole,Podolepis,lessonii,1,
t2,2022,3,5,3_5,log,gap,NA,2,bldr,Blennospora,drummundii,1,
t2,2022,3,25,3_25,open,open_with_pvc,NA,17,bldr,Blennospora,drummundii,2,
t2,2022,3,25,3_25,open,open_with_pvc,NA,18,bldr,Blennospora,drummundii,1,
t2,2022,3,25,3_25,open,open_with_pvc,NA,20,bldr,Blennospora,drummundii,1,
t2,2022,3,25,3_25,open,open_with_pvc,NA,16,bldr,Blennospora,drummundii,1,
t2,2022,3,25,3_25,open,open_with_pvc,NA,12,peai,Pentameris,airoides,1,
t2,2022,3,25,3_25,open,open_with_pvc,NA,13,peai,Pentameris,airoides,1,
t2,2022,3,29,3_29,open,open_with_pvc,NA,2,peai,Pentameris,airoides,1,
t2,2022,3,29,3_29,open,open_with_pvc,NA,6,peai,Pentameris,airoides,2,
t2,2022,3,29,3_29,open,open_with_pvc,NA,7,peai,Pentameris,airoides,1,
t2,2022,3,29,3_29,open,open_with_pvc,NA,9,peai,Pentameris,airoides,1,
t2,2022,3,29,3_29,open,open_with_pvc,NA,10,goro,Goodenia,rosea,1,
t2,2022,3,29,3_29,open,open_with_pvc,NA,14,goro,Goodenia,rosea,1,
t2,2022,3,29,3_29,open,open_with_pvc,NA,1,crco,Crassula,colorata,1,
t2,2022,3,29,3_29,open,open_with_pvc,NA,6,trcy,Trachymene,cyanopetala,1,
t2,2022,3,3,3_3,log,gap,NA,0,pole,Podolepis,lessonii,1,
t2,2022,3,3,3_3,log,gap,NA,2,pole,Podolepis,lessonii,1,
t2,2022,3,3,3_3,log,gap,NA,6,pole,Podolepis,lessonii,1,
t2,2022,3,3,3_3,log,gap,NA,19,pole,Podolepis,lessonii,1,
t2,2022,3,3,3_3,log,gap,NA,11,goro,Goodenia,rosea,1,
t2,2022,3,3,3_3,log,gap,NA,19,chps,Chthonocephalus,pseudevax,1,
t2,2022,3,3,3_3,log,gap,NA,17,caer,Calandrina,eremea,1,
t2,2022,3,27,3_27,open,open_with_pvc,NA,9,peai,Pentameris,airoides,1,
t2,2022,3,27,3_27,open,open_with_pvc,NA,13,peai,Pentameris,airoides,1,
t2,2022,3,27,3_27,open,open_with_pvc,NA,12,goro,Goodenia,rosea,1,
t2,2022,3,2,3_2,log,gap,NA,2,pole,Podolepis,lessonii,1,
t2,2022,3,2,3_2,log,gap,NA,3,pole,Podolepis,lessonii,1,
t2,2022,3,2,3_2,log,gap,NA,7,pole,Podolepis,lessonii,1,
t2,2022,3,2,3_2,log,gap,NA,2,hygl,Hyalosperma,glutinosum,1,
t2,2022,3,32,3_32,open,open_with_log,NA,2,pomu,Pogonolepis,mulleriana,2,
t2,2022,3,32,3_32,open,open_with_log,NA,3,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,32,3_32,open,open_with_log,NA,7,pomu,Pogonolepis,mulleriana,1,
t2,2022,3,32,3_32,open,open_with_log,NA,15,goro,Goodenia,rosea,1,
t2,2022,3,32,3_32,open,open_with_log,NA,16,goro,Goodenia,rosea,1,
t2,2022,3,32,3_32,open,open_with_log,NA,17,goro,Goodenia,rosea,1,
t2,2022,3,32,3_32,open,open_with_log,NA,18,goro,Goodenia,rosea,1,
t2,2022,3,32,3_32,open,open_with_log,NA,19,goro,Goodenia,rosea,1,
t2,2022,3,32,3_32,open,open_with_log,NA,18,bldr,Blennospora,drummundii,1,
t2,2022,3,32,3_32,open,open_with_log,NA,5,bldr,Blennospora,drummundii,1,
t2,2022,3,1,3_1,log,gap,NA,5,trcy,Trachymene,cyanopetala,1,
t2,2022,3,1,3_1,log,gap,NA,18,waac,Waitzia,acuminata,1,
t2,2022,3,1,3_1,log,gap,NA,17,pole,Podolepis,lessonii,1,
t2,2022,3,1,3_1,log,gap,NA,3,pole,Podolepis,lessonii,1,
t2,2022,3,12,3_12,log,insitu_pvc,NA,0,pole,Podolepis,lessonii,1,
t2,2022,3,12,3_12,log,insitu_pvc,NA,4,pole,Podolepis,lessonii,1,
t2,2022,3,12,3_12,log,insitu_pvc,NA,19,pole,Podolepis,lessonii,1,
t2,2022,3,12,3_12,log,insitu_pvc,NA,21,waac,Waitzia,acuminata,1,
t2,2022,3,12,3_12,log,insitu_pvc,NA,0,bldr,Blennospora,drummundii,1,
t2,2022,3,12,3_12,log,insitu_pvc,NA,5,bldr,Blennospora,drummundii,1,
t2,2022,3,12,3_12,log,insitu_pvc,NA,6,bldr,Blennospora,drummundii,1,
t2,2022,3,12,3_12,log,insitu_pvc,NA,7,bldr,Blennospora,drummundii,2,
t2,2022,3,12,3_12,log,insitu_pvc,NA,19,bldr,Blennospora,drummundii,1,
t2,2022,3,12,3_12,log,insitu_pvc,NA,20,goro,Goodenia,rosea,1,
t2,2022,3,11,3_11,log,insitu_log,NA,2,caer,Calandrina,eremea,1,
t2,2022,3,11,3_11,log,insitu_log,NA,10,waac,Waitzia,acuminata,1,
t2,2022,3,11,3_11,log,insitu_log,NA,2,cusc,Cuscata,sp.,1,Cuscata sp.
t2,2022,3,11,3_11,log,insitu_log,NA,4,cusc,Cuscata,sp.,1,
t2,2022,3,11,3_11,log,insitu_log,NA,7,cusc,Cuscata,sp.,1,
t2,2022,3,11,3_11,log,insitu_log,NA,4,crcl,Crassula,closiana,1,
t2,2022,3,11,3_11,log,insitu_log,NA,9,pole,Podolepis,lessonii,1,
t2,2022,3,11,3_11,log,insitu_log,NA,17,cahi,Calotis,hispidula,1,
t2,2022,3,11,3_11,log,insitu_log,NA,19,sino,Silene,nocturna,1,
t2,2022,2,27,2_27,open,open,NA,11,rhsp,Rhodanthe,spicata,1,
t2,2022,2,27,2_27,open,open,NA,12,rhsp,Rhodanthe,spicata,1,
t2,2022,2,27,2_27,open,open,NA,13,rhsp,Rhodanthe,spicata,1,
t2,2022,2,9,2_9,log,insitu_pvc,NA,13,trcy,Trachymene,cyanopetala,1,
t2,2022,2,9,2_9,log,insitu_pvc,NA,13,pole,Podolepis,lessonii,1,
t2,2022,2,9,2_9,log,insitu_pvc,NA,20,pole,Podolepis,lessonii,1,
t2,2022,2,8,2_8,log,insitu_log,NA,6,trcy,Trachymene,cyanopetala,1,
t2,2022,2,8,2_8,log,insitu_log,NA,14,trcy,Trachymene,cyanopetala,1,
t2,2022,2,8,2_8,log,insitu_log,NA,15,trcy,Trachymene,cyanopetala,1,
t2,2022,2,8,2_8,log,insitu_log,NA,13,hypo,Hypochaeris,glabra,1,
t2,2022,2,8,2_8,log,insitu_log,NA,12,hypo,Hypochaeris,glabra,1,
t2,2022,2,8,2_8,log,insitu_log,NA,14,hypo,Hypochaeris,glabra,1,
t2,2022,2,8,2_8,log,insitu_log,NA,15,hypo,Hypochaeris,glabra,1,
t2,2022,2,8,2_8,log,insitu_log,NA,15,cahi,Calotis,hispidula,1,
t2,2022,2,28,2_28,open,open,NA,2,rhsp,Rhodanthe,spicata,1,
t2,2022,2,28,2_28,open,open,NA,12,rhsp,Rhodanthe,spicata,1,
t2,2022,2,28,2_28,open,open,NA,17,rhsp,Rhodanthe,spicata,1,
t2,2022,2,28,2_28,open,open,NA,3,peai,Pentameris,airoides,2,
t2,2022,2,28,2_28,open,open,NA,4,peai,Pentameris,airoides,1,
t2,2022,2,28,2_28,open,open,NA,5,peai,Pentameris,airoides,1,
t2,2022,2,28,2_28,open,open,NA,7,peai,Pentameris,airoides,2,
t2,2022,2,28,2_28,open,open,NA,11,peai,Pentameris,airoides,2,
t2,2022,2,28,2_28,open,open,NA,13,peai,Pentameris,airoides,1,
t2,2022,2,17,2_17,open,open_with_log,NA,14,loef,Lomandra,effusa,1,
t2,2022,2,24,2_24,open,open_with_log,NA,1,pole,Podolepis,lessonii,1,
t2,2022,2,24,2_24,open,open_with_log,NA,11,pole,Podolepis,lessonii,1,
t2,2022,2,24,2_24,open,open_with_log,NA,12,pole,Podolepis,lessonii,1,
t2,2022,2,24,2_24,open,open_with_log,NA,13,pole,Podolepis,lessonii,1,
t2,2022,2,24,2_24,open,open_with_log,NA,20,crco,Crassula,colorata,1,
t2,2022,2,24,2_24,open,open_with_log,NA,8,gite,Gilberta,tenuifolia,1,
t2,2022,2,24,2_24,open,open_with_log,NA,17,gite,Gilberta,tenuifolia,1,
t2,2022,2,3,2_3,log,gap,NA,5,crco,Crassula,colorata,1,
t2,2022,2,3,2_3,log,gap,NA,9,gite,Gilberta,tenuifolia,1,
t2,2022,2,3,2_3,log,gap,NA,12,gite,Gilberta,tenuifolia,1,
t2,2022,2,3,2_3,log,gap,NA,20,trcy,Trachymene,cyanopetala,1,
t2,2022,2,3,2_3,log,gap,NA,14,sino,Silene,nocturna,1,
t2,2022,2,3,2_3,log,gap,NA,10,peai,Pentameris,airoides,1,
t2,2022,2,3,2_3,log,gap,NA,7,ry,Rytidosperma,sp.,1,Wallaby grass
t2,2022,2,3,2_3,log,gap,NA,6,ry,Rytidosperma,sp.,1,Wallaby grass
t2,2022,2,3,2_3,log,gap,NA,9,pocap,Podolepis,capillaris,1,
t2,2022,2,21,2_21,open,open_with_pvc,NA,2,gite,Gilberta,tenuifolia,1,
t2,2022,2,21,2_21,open,open_with_pvc,NA,3,gite,Gilberta,tenuifolia,1,
t2,2022,2,21,2_21,open,open_with_pvc,NA,4,gite,Gilberta,tenuifolia,2,
t2,2022,2,21,2_21,open,open_with_pvc,NA,9,gite,Gilberta,tenuifolia,1,
t2,2022,2,21,2_21,open,open_with_pvc,NA,11,gite,Gilberta,tenuifolia,1,
t2,2022,2,21,2_21,open,open_with_pvc,NA,13,gite,Gilberta,tenuifolia,1,
t2,2022,2,21,2_21,open,open_with_pvc,NA,19,gite,Gilberta,tenuifolia,1,
t2,2022,2,21,2_21,open,open_with_pvc,NA,16,rhsp,Rhodanthe,spicata,1,
t2,2022,2,21,2_21,open,open_with_pvc,NA,10,waac,Waitzia,acuminata,1,
t2,2022,2,2,2_2,log,insitu_pvc,NA,4,waac,Waitzia,acuminata,1,
t2,2022,2,2,2_2,log,insitu_pvc,NA,5,waac,Waitzia,acuminata,1,
t2,2022,2,2,2_2,log,insitu_pvc,NA,10,trcy,Trachymene,cyanopetala,1,
t2,2022,2,2,2_2,log,insitu_pvc,NA,4,trcy,Trachymene,cyanopetala,1,
t2,2022,2,2,2_2,log,insitu_pvc,NA,6,crco,Crassula,colorata,1,
t2,2022,2,2,2_2,log,insitu_pvc,NA,5,crco,Crassula,colorata,1,
t2,2022,2,2,2_2,log,insitu_pvc,NA,20,pole,Podolepis,lessonii,1,
t2,2022,2,2,2_2,log,insitu_pvc,NA,14,pole,Podolepis,lessonii,1,
t2,2022,2,2,2_2,log,insitu_pvc,NA,6,peai,Pentameris,airoides,1,
t2,2022,2,2,2_2,log,insitu_pvc,NA,16,crco,Crassula,colorata,1,
t2,2022,2,23,2_23,open,open_with_pvc,NA,1,gite,Gilberta,tenuifolia,1,
t2,2022,2,23,2_23,open,open_with_pvc,NA,4,gite,Gilberta,tenuifolia,1,
t2,2022,2,23,2_23,open,open_with_pvc,NA,5,gite,Gilberta,tenuifolia,2,
t2,2022,2,23,2_23,open,open_with_pvc,NA,6,gite,Gilberta,tenuifolia,1,
t2,2022,2,23,2_23,open,open_with_pvc,NA,8,gite,Gilberta,tenuifolia,1,
t2,2022,2,23,2_23,open,open_with_pvc,NA,13,gite,Gilberta,tenuifolia,1,
t2,2022,2,23,2_23,open,open_with_pvc,NA,15,gite,Gilberta,tenuifolia,1,
t2,2022,2,23,2_23,open,open_with_pvc,NA,16,gite,Gilberta,tenuifolia,1,
t2,2022,2,23,2_23,open,open_with_pvc,NA,17,gite,Gilberta,tenuifolia,1,
t2,2022,2,23,2_23,open,open_with_pvc,NA,11,goro,Goodenia,rosea,1,
t2,2022,2,23,2_23,open,open_with_pvc,NA,10,goro,Goodenia,rosea,1,
t2,2022,2,23,2_23,open,open_with_pvc,NA,9,rhsp,Rhodanthe,spicata,1,
t2,2022,2,23,2_23,open,open_with_pvc,NA,16,gono,Gonocarpus,nodulosus,1,
t2,2022,2,1,2_1,log,gap,NA,1,gite,Gilberta,tenuifolia,1,
t2,2022,2,1,2_1,log,gap,NA,19,peai,Pentameris,airoides,1,
t2,2022,2,1,2_1,log,gap,NA,3,peai,Pentameris,airoides,1,
t2,2022,2,1,2_1,log,gap,NA,16,goro,Goodenia,rosea,1,
t2,2022,2,1,2_1,log,gap,NA,17,goro,Goodenia,rosea,1,
t2,2022,2,1,2_1,log,gap,NA,11,trcy,Trachymene,cyanopetala,1,
t2,2022,2,25,2_25,open,open,NA,12,rhsp,Rhodanthe,spicata,1,
t2,2022,2,25,2_25,open,open,NA,13,rhsp,Rhodanthe,spicata,1,
t2,2022,2,25,2_25,open,open,NA,15,rhsp,Rhodanthe,spicata,1,
t2,2022,2,25,2_25,open,open,NA,17,trcy,Trachymene,cyanopetala,1,
t2,2022,2,25,2_25,open,open,NA,14,trcy,Trachymene,cyanopetala,1,
t2,2022,2,25,2_25,open,open,NA,19,goro,Goodenia,rosea,1,
t2,2022,2,25,2_25,open,open,NA,20,goro,Goodenia,rosea,1,
t2,2022,2,25,2_25,open,open,NA,4,pocap,Podolepis,capillaris,1,
t2,2022,2,25,2_25,open,open,NA,5,pocap,Podolepis,capillaris,1,
t2,2022,2,25,2_25,open,open,NA,6,pocap,Podolepis,capillaris,1,
t2,2022,2,25,2_25,open,open,NA,8,pocap,Podolepis,capillaris,1,
t2,2022,2,28,2_28,open,open,NA,5,goro,Goodenia,rosea,1,
t2,2022,2,28,2_28,open,open,NA,8,pole,Podolepis,lessonii,1,
t2,2022,2,28,2_28,open,open,NA,17,pole,Podolepis,lessonii,1,
t2,2022,2,18,2_18,open,open,NA,1,mite,Millotia,tenuifolia,1,
t2,2022,2,18,2_18,open,open,NA,9,mite,Millotia,tenuifolia,1,
t2,2022,2,18,2_18,open,open,NA,18,mite,Millotia,tenuifolia,1,
t2,2022,2,18,2_18,open,open,NA,21,waac,Waitzia,acuminata,1,
t2,2022,2,18,2_18,open,open,NA,4,goro,Goodenia,rosea,1,
t2,2022,2,18,2_18,open,open,NA,12,pole,Podolepis,lessonii,1,
t2,2022,2,18,2_18,open,open,NA,15,pole,Podolepis,lessonii,1,
t2,2022,2,18,2_18,open,open,NA,8,rhsp,Rhodanthe,spicata,1,
t2,2022,2,18,2_18,open,open,NA,5,rhsp,Rhodanthe,spicata,1,
t2,2022,2,18,2_18,open,open,NA,18,rhsp,Rhodanthe,spicata,1,
t2,2022,2,18,2_18,open,open,NA,19,rhsp,Rhodanthe,spicata,1,
t2,2022,2,ten,2_10,log,gap,NA,7,pole,Podolepis,lessonii,1,
t2,2022,2,ten,2_10,log,gap,NA,8,waac,Waitzia,acuminata,1,
t2,2022,2,ten,2_10,log,gap,NA,10,mite,Millotia,tenuifolia,1,
t2,2022,2,ten,2_10,log,gap,NA,11,mite,Millotia,tenuifolia,1,
t2,2022,2,ten,2_10,log,gap,NA,14,waac,Waitzia,acuminata,1,
t2,2022,2,ten,2_10,log,gap,NA,19,thma,Thysanotus,manglesianus,1,
t2,2022,2,26,2_26,open,open_with_log,NA,5,peai,Pentameris,airoides,1,
t2,2022,2,26,2_26,open,open_with_log,NA,7,peai,Pentameris,airoides,1,
t2,2022,2,26,2_26,open,open_with_log,NA,11,peai,Pentameris,airoides,1,
t2,2022,2,26,2_26,open,open_with_log,NA,9,hygl,Hyalosperma,glutinosum,1,
t2,2022,2,5,2_5,log,gap,NA,1,goro,Goodenia,rosea,1,
t2,2022,2,5,2_5,log,gap,NA,4,goro,Goodenia,rosea,1,
t2,2022,2,5,2_5,log,gap,NA,8,goro,Goodenia,rosea,1,
t2,2022,2,5,2_5,log,gap,NA,10,goro,Goodenia,rosea,1,
t2,2022,2,5,2_5,log,gap,NA,14,goro,Goodenia,rosea,1,
t2,2022,2,5,2_5,log,gap,NA,17,goro,Goodenia,rosea,1,
t2,2022,2,5,2_5,log,gap,NA,18,goro,Goodenia,rosea,1,
t2,2022,2,5,2_5,log,gap,NA,19,goro,Goodenia,rosea,1,
t2,2022,2,5,2_5,log,gap,NA,5,chei,Cheilanthes,sp.,1,Cheilanthes sp.
t2,2022,2,5,2_5,log,gap,NA,6,chei,Cheilanthes,sp.,1,Cheilanthes sp.
t2,2022,2,5,2_5,log,gap,NA,7,chei,Cheilanthes,sp.,1,
t2,2022,2,5,2_5,log,gap,NA,2,gite,Gilberta,tenuifolia,1,
t2,2022,2,5,2_5,log,gap,NA,15,waac,Waitzia,acuminata,1,
t2,2022,2,5,2_5,log,gap,NA,16,waac,Waitzia,acuminata,1,
t2,2022,2,5,2_5,log,gap,NA,17,waac,Waitzia,acuminata,1,
